e114|s041|m193,CBRL.csv,100000,462.860203
e114|s041|m193,COF.csv,100000,370.031345
e114|s041|m193,DCI.csv,100000,1623.594945
e114|s041|m193,DIS.csv,100000,270.730316
e114|s041|m193,GE.csv,100000,115.389892
e114|s041|m193,HOLL.csv,100000,2.48
e114|s041|m193,HSY.csv,100000,6881.898058
e114|s041|m193,IBM.csv,100000,29441.99337
e114|s041|m193,JACK.csv,99530.36995,0
e114|s041|m193,KR.csv,100000,52.42
e114|s041|m193,LOGI.csv,99839.05,3.49
e114|s041|m193,LOW.csv,100000,821.770145
e114|s041|m193,MCD.csv,100000,7160.245762
e114|s041|m193,MSFT.csv,100052.06,52.060002
e114|s041|m193,NTDOY.csv,99200.19274,2.069973
e114|s041|m193,NVDA.csv,98960.23016,0
e114|s041|m193,OLED.csv,100000,1744.237425
e114|s041|m193,SNE.csv,100000,675.640038
e114|s041|m193,TGT.csv,99899.78299,0.980009
e114|s041|m193,UEIC.csv,100000,82.099974
e114|s041|m193,WEN.csv,99840.26,0
e114|s041|m193,WMT.csv,100000,1259.489345
e114|s041|m193,WRB.csv,100000,1471.010003
e114|s041|m193,XOM.csv,100000,1477.563384
e114|s041|m193,YAMCY.csv,100000,107.4
e114|s041|m193,^DJI.csv,100000,253298.9032
e114|s041|m193,^GSPC.csv,100000,9165.21209
e114|s041|m193,^IXIC.csv,100000,47801.41377
e114|s041|m193,^RUT.csv,100000,6380.917848
e114|s041|m193,^VIX.csv,100000,36.65960099
m183|s093|e171,CBRL.csv,100000,637.719339
m183|s093|e171,COF.csv,99967.05192,0.720048
m183|s093|e171,DCI.csv,100000,1639.850302
m183|s093|e171,DIS.csv,100000,46.029989
m183|s093|e171,GE.csv,100000,54.03
m183|s093|e171,HOLL.csv,100000,47.31
m183|s093|e171,HSY.csv,100000,3291.479504
m183|s093|e171,IBM.csv,100000,54596.96483
m183|s093|e171,JACK.csv,99423.90967,0
m183|s093|e171,KR.csv,100000,55.66
m183|s093|e171,LOGI.csv,100000,294.5
m183|s093|e171,LOW.csv,100000,266.539143
m183|s093|e171,MCD.csv,100000,17545.7765
m183|s093|e171,MSFT.csv,100000,917.210057
m183|s093|e171,NTDOY.csv,100000,470.178201
m183|s093|e171,NVDA.csv,100000,60.16
m183|s093|e171,OLED.csv,100000,1423.749998
m183|s093|e171,SNE.csv,100000,4113.012229
m183|s093|e171,TGT.csv,100000,944.534251
m183|s093|e171,UEIC.csv,100000,3722.769377
m183|s093|e171,WEN.csv,100000,1454.17
m183|s093|e171,WMT.csv,100000,1298.197673
m183|s093|e171,WRB.csv,100000,11822.8152
m183|s093|e171,XOM.csv,100000,369.029935
m183|s093|e171,YAMCY.csv,100000,107.4
m183|s093|e171,^DJI.csv,100000,59666.05763
m183|s093|e171,^GSPC.csv,100000,1722.349492
m183|s093|e171,^IXIC.csv,100000,5924.954838
m183|s093|e171,^RUT.csv,100000,2535.51081
m183|s093|e171,^VIX.csv,98716.12017,0
s193|e173|m128,CBRL.csv,100000,2392.554605
s193|e173|m128,COF.csv,100000,3748.882393
s193|e173|m128,DCI.csv,100000,1350.79961
s193|e173|m128,DIS.csv,100000,4437.980118
s193|e173|m128,GE.csv,100000,1002.474802
s193|e173|m128,HOLL.csv,100000,6.520000001
s193|e173|m128,HSY.csv,100000,193.219998
s193|e173|m128,IBM.csv,100000,17518.32654
s193|e173|m128,JACK.csv,99970.94988,0
s193|e173|m128,KR.csv,100000,929.86
s193|e173|m128,LOGI.csv,100000,1296.63826
s193|e173|m128,LOW.csv,100000,585.640294
s193|e173|m128,MCD.csv,100000,15590.27258
s193|e173|m128,MSFT.csv,100000,3747.534429
s193|e173|m128,NTDOY.csv,100000,537.2076847
s193|e173|m128,NVDA.csv,100000,1617.248934
s193|e173|m128,OLED.csv,100000,3846.812676
s193|e173|m128,SNE.csv,100000,3623.559754
s193|e173|m128,TGT.csv,100000,11593.67708
s193|e173|m128,UEIC.csv,99933.76029,1.780002
s193|e173|m128,WEN.csv,99997.96,0
s193|e173|m128,WMT.csv,100000,848.950256
s193|e173|m128,WRB.csv,100000,377.340147
s193|e173|m128,XOM.csv,100000,8563.53481
s193|e173|m128,YAMCY.csv,100000,2087.37
s193|e173|m128,^DJI.csv,100000,645484.0703
s193|e173|m128,^GSPC.csv,100000,49047.34434
s193|e173|m128,^IXIC.csv,100000,89086.10672
s193|e173|m128,^RUT.csv,100000,20131.51134
s193|e173|m128,^VIX.csv,99681.55071,0
